Start,Finish,Steps (count)
26/7/16 0:00,27/7/16 0:00,11861
27/7/16 0:00,28/7/16 0:00,8016
28/7/16 0:00,29/7/16 0:00,14925
29/7/16 0:00,30/7/16 0:00,4801
30/7/16 0:00,31/7/16 0:00,3162
31/7/16 0:00,1/8/16 0:00,10946
1/8/16 0:00,2/8/16 0:00,5177
2/8/16 0:00,3/8/16 0:00,14449
3/8/16 0:00,4/8/16 0:00,7332
4/8/16 0:00,5/8/16 0:00,8945
5/8/16 0:00,6/8/16 0:00,8613
6/8/16 0:00,7/8/16 0:00,5184
7/8/16 0:00,8/8/16 0:00,10973
8/8/16 0:00,9/8/16 0:00,11523
9/8/16 0:00,10/8/16 0:00,7494
10/8/16 0:00,11/8/16 0:00,8951
11/8/16 0:00,12/8/16 0:00,4852
12/8/16 0:00,13/8/16 0:00,9758
13/8/16 0:00,14/8/16 0:00,6300
14/8/16 0:00,15/8/16 0:00,10913
15/8/16 0:00,16/8/16 0:00,6317
16/8/16 0:00,17/8/16 0:00,6409
17/8/16 0:00,18/8/16 0:00,11683
18/8/16 0:00,19/8/16 0:00,6370
19/8/16 0:00,20/8/16 0:00,11492
20/8/16 0:00,21/8/16 0:00,4434
21/8/16 0:00,22/8/16 0:00,9808
22/8/16 0:00,23/8/16 0:00,6295
23/8/16 0:00,24/8/16 0:00,7201
24/8/16 0:00,25/8/16 0:00,12127
25/8/16 0:00,26/8/16 0:00,6385
26/8/16 0:00,27/8/16 0:00,12723
27/8/16 0:00,28/8/16 0:00,5925
28/8/16 0:00,29/8/16 0:00,12675
29/8/16 0:00,30/8/16 0:00,6150
30/8/16 0:00,31/8/16 0:00,6643
31/8/16 0:00,1/9/16 0:00,14298
1/9/16 0:00,2/9/16 0:00,9458
2/9/16 0:00,3/9/16 0:00,8075
3/9/16 0:00,4/9/16 0:00,3591
4/9/16 0:00,5/9/16 0:00,10518
5/9/16 0:00,6/9/16 0:00,6491
6/9/16 0:00,7/9/16 0:00,11943
7/9/16 0:00,8/9/16 0:00,9367
8/9/16 0:00,9/9/16 0:00,10207
9/9/16 0:00,10/9/16 0:00,9610
10/9/16 0:00,11/9/16 0:00,6124
11/9/16 0:00,12/9/16 0:00,10089
12/9/16 0:00,13/9/16 0:00,7398
13/9/16 0:00,14/9/16 0:00,9953
14/9/16 0:00,15/9/16 0:00,11150
15/9/16 0:00,16/9/16 0:00,5767
16/9/16 0:00,17/9/16 0:00,11808
17/9/16 0:00,18/9/16 0:00,13668
18/9/16 0:00,19/9/16 0:00,11054
19/9/16 0:00,20/9/16 0:00,10133
20/9/16 0:00,21/9/16 0:00,10557
21/9/16 0:00,22/9/16 0:00,11156
22/9/16 0:00,23/9/16 0:00,6994
23/9/16 0:00,24/9/16 0:00,11579
24/9/16 0:00,25/9/16 0:00,6206
25/9/16 0:00,26/9/16 0:00,12938
26/9/16 0:00,27/9/16 0:00,8757
27/9/16 0:00,28/9/16 0:00,7508
28/9/16 0:00,29/9/16 0:00,5578
29/9/16 0:00,30/9/16 0:00,6240
30/9/16 0:00,1/10/16 0:00,14510
1/10/16 0:00,2/10/16 0:00,4491
2/10/16 0:00,3/10/16 0:00,10592
3/10/16 0:00,4/10/16 0:00,2408
4/10/16 0:00,5/10/16 0:00,7620
5/10/16 0:00,6/10/16 0:00,10488
6/10/16 0:00,7/10/16 0:00,8741
7/10/16 0:00,8/10/16 0:00,21124
8/10/16 0:00,9/10/16 0:00,4460
9/10/16 0:00,10/10/16 0:00,10138
10/10/16 0:00,11/10/16 0:00,10222
11/10/16 0:00,12/10/16 0:00,5212
12/10/16 0:00,13/10/16 0:00,5744
13/10/16 0:00,14/10/16 0:00,5588
14/10/16 0:00,15/10/16 0:00,10357
15/10/16 0:00,16/10/16 0:00,6993
16/10/16 0:00,17/10/16 0:00,11834
17/10/16 0:00,18/10/16 0:00,5867
18/10/16 0:00,19/10/16 0:00,5948
19/10/16 0:00,20/10/16 0:00,12743
20/10/16 0:00,21/10/16 0:00,8905
21/10/16 0:00,22/10/16 0:00,13973
22/10/16 0:00,23/10/16 0:00,2547
23/10/16 0:00,24/10/16 0:00,12672
24/10/16 0:00,25/10/16 0:00,5120
25/10/16 0:00,26/10/16 0:00,7499
26/10/16 0:00,27/10/16 0:00,12621
27/10/16 0:00,28/10/16 0:00,10483
28/10/16 0:00,29/10/16 0:00,4934
29/10/16 0:00,30/10/16 0:00,7277
30/10/16 0:00,31/10/16 0:00,11853
31/10/16 0:00,1/11/16 0:00,5674
1/11/16 0:00,2/11/16 0:00,18601
2/11/16 0:00,3/11/16 0:00,11239
3/11/16 0:00,4/11/16 0:00,6261
4/11/16 0:00,5/11/16 0:00,9286
5/11/16 0:00,6/11/16 0:00,11818
6/11/16 0:00,7/11/16 0:00,13587
7/11/16 0:00,8/11/16 0:00,10698
8/11/16 0:00,9/11/16 0:00,4559
9/11/16 0:00,10/11/16 0:00,7522
10/11/16 0:00,11/11/16 0:00,11427
11/11/16 0:00,12/11/16 0:00,13416
12/11/16 0:00,13/11/16 0:00,7550
13/11/16 0:00,14/11/16 0:00,12373
14/11/16 0:00,15/11/16 0:00,11224
15/11/16 0:00,16/11/16 0:00,11776
16/11/16 0:00,17/11/16 0:00,14541
17/11/16 0:00,18/11/16 0:00,6152
18/11/16 0:00,19/11/16 0:00,12525
19/11/16 0:00,20/11/16 0:00,10569
20/11/16 0:00,21/11/16 0:00,15285
21/11/16 0:00,22/11/16 0:00,12073
22/11/16 0:00,23/11/16 0:00,13340
23/11/16 0:00,24/11/16 0:00,11102
24/11/16 0:00,25/11/16 0:00,10382
25/11/16 0:00,26/11/16 0:00,9501
26/11/16 0:00,27/11/16 0:00,5268
27/11/16 0:00,28/11/16 0:00,13622
28/11/16 0:00,29/11/16 0:00,9594
29/11/16 0:00,30/11/16 0:00,16840
30/11/16 0:00,1/12/16 0:00,9368
1/12/16 0:00,2/12/16 0:00,6882
2/12/16 0:00,3/12/16 0:00,14792
3/12/16 0:00,4/12/16 0:00,7407
4/12/16 0:00,5/12/16 0:00,14372
5/12/16 0:00,6/12/16 0:00,4553
6/12/16 0:00,7/12/16 0:00,16861
7/12/16 0:00,8/12/16 0:00,10671
8/12/16 0:00,9/12/16 0:00,8229
9/12/16 0:00,10/12/16 0:00,4617
10/12/16 0:00,11/12/16 0:00,12395
11/12/16 0:00,12/12/16 0:00,12614
12/12/16 0:00,13/12/16 0:00,6124
13/12/16 0:00,14/12/16 0:00,13089
14/12/16 0:00,15/12/16 0:00,9574
15/12/16 0:00,16/12/16 0:00,5788
16/12/16 0:00,17/12/16 0:00,10577
17/12/16 0:00,18/12/16 0:00,8770
18/12/16 0:00,19/12/16 0:00,16929
19/12/16 0:00,20/12/16 0:00,14792
20/12/16 0:00,21/12/16 0:00,7322
21/12/16 0:00,22/12/16 0:00,8311
22/12/16 0:00,23/12/16 0:00,6076
23/12/16 0:00,24/12/16 0:00,12723
24/12/16 0:00,25/12/16 0:00,7996
25/12/16 0:00,26/12/16 0:00,9220
26/12/16 0:00,27/12/16 0:00,14350
27/12/16 0:00,28/12/16 0:00,3677
28/12/16 0:00,29/12/16 0:00,8910
29/12/16 0:00,30/12/16 0:00,4415
30/12/16 0:00,31/12/16 0:00,14718
31/12/16 0:00,1/1/17 0:00,13244
1/1/17 0:00,2/1/17 0:00,16617
2/1/17 0:00,3/1/17 0:00,16227
3/1/17 0:00,4/1/17 0:00,9366
4/1/17 0:00,5/1/17 0:00,15564
5/1/17 0:00,6/1/17 0:00,7864
6/1/17 0:00,7/1/17 0:00,10055
7/1/17 0:00,8/1/17 0:00,9550
8/1/17 0:00,9/1/17 0:00,13545
9/1/17 0:00,10/1/17 0:00,5047
10/1/17 0:00,11/1/17 0:00,11610
11/1/17 0:00,12/1/17 0:00,5376
12/1/17 0:00,13/1/17 0:00,15518
13/1/17 0:00,14/1/17 0:00,17242
14/1/17 0:00,15/1/17 0:00,5386
15/1/17 0:00,16/1/17 0:00,7760
16/1/17 0:00,17/1/17 0:00,5617
17/1/17 0:00,18/1/17 0:00,4330
18/1/17 0:00,19/1/17 0:00,10824
19/1/17 0:00,20/1/17 0:00,7996
20/1/17 0:00,21/1/17 0:00,11292
21/1/17 0:00,22/1/17 0:00,7935
22/1/17 0:00,23/1/17 0:00,10450
23/1/17 0:00,24/1/17 0:00,6718
24/1/17 0:00,25/1/17 0:00,9065
25/1/17 0:00,26/1/17 0:00,6154
26/1/17 0:00,27/1/17 0:00,7135
27/1/17 0:00,28/1/17 0:00,9746
28/1/17 0:00,29/1/17 0:00,8625
29/1/17 0:00,30/1/17 0:00,8047
30/1/17 0:00,31/1/17 0:00,9635
31/1/17 0:00,1/2/17 0:00,8389
1/2/17 0:00,2/2/17 0:00,10433
2/2/17 0:00,3/2/17 0:00,4606
3/2/17 0:00,4/2/17 0:00,11743
4/2/17 0:00,5/2/17 0:00,10223
5/2/17 0:00,6/2/17 0:00,9866
6/2/17 0:00,7/2/17 0:00,6250
7/2/17 0:00,8/2/17 0:00,4280
8/2/17 0:00,9/2/17 0:00,10887
9/2/17 0:00,10/2/17 0:00,4032
10/2/17 0:00,11/2/17 0:00,13747
11/2/17 0:00,12/2/17 0:00,7455
12/2/17 0:00,13/2/17 0:00,13443
13/2/17 0:00,14/2/17 0:00,11949
14/2/17 0:00,15/2/17 0:00,10330
15/2/17 0:00,16/2/17 0:00,12119
16/2/17 0:00,17/2/17 0:00,11870
17/2/17 0:00,18/2/17 0:00,14376
18/2/17 0:00,19/2/17 0:00,8005
19/2/17 0:00,20/2/17 0:00,10319
20/2/17 0:00,21/2/17 0:00,4470
21/2/17 0:00,22/2/17 0:00,8283
22/2/17 0:00,23/2/17 0:00,8180
23/2/17 0:00,24/2/17 0:00,9775
24/2/17 0:00,25/2/17 0:00,2925
25/2/17 0:00,26/2/17 0:00,2633
26/2/17 0:00,27/2/17 0:00,11305
27/2/17 0:00,28/2/17 0:00,5351
28/2/17 0:00,1/3/17 0:00,12151
1/3/17 0:00,2/3/17 0:00,3912
2/3/17 0:00,3/3/17 0:00,3625
3/3/17 0:00,4/3/17 0:00,11202
4/3/17 0:00,5/3/17 0:00,3895
5/3/17 0:00,6/3/17 0:00,9493
6/3/17 0:00,7/3/17 0:00,6975
7/3/17 0:00,8/3/17 0:00,12556
8/3/17 0:00,9/3/17 0:00,7597
9/3/17 0:00,10/3/17 0:00,4835
10/3/17 0:00,11/3/17 0:00,13838
11/3/17 0:00,12/3/17 0:00,8161
12/3/17 0:00,13/3/17 0:00,17068
13/3/17 0:00,14/3/17 0:00,5542
14/3/17 0:00,15/3/17 0:00,10392
15/3/17 0:00,16/3/17 0:00,11012
16/3/17 0:00,17/3/17 0:00,9064
17/3/17 0:00,18/3/17 0:00,13280
18/3/17 0:00,19/3/17 0:00,3617
19/3/17 0:00,20/3/17 0:00,11761
20/3/17 0:00,21/3/17 0:00,7413
21/3/17 0:00,22/3/17 0:00,6464
22/3/17 0:00,23/3/17 0:00,10909
23/3/17 0:00,24/3/17 0:00,9505
24/3/17 0:00,25/3/17 0:00,9983
25/3/17 0:00,26/3/17 0:00,3787
26/3/17 0:00,27/3/17 0:00,7509
27/3/17 0:00,28/3/17 0:00,6923
28/3/17 0:00,29/3/17 0:00,7503
29/3/17 0:00,30/3/17 0:00,5524
30/3/17 0:00,31/3/17 0:00,10729
31/3/17 0:00,1/4/17 0:00,10686
1/4/17 0:00,2/4/17 0:00,6806
2/4/17 0:00,3/4/17 0:00,14550
3/4/17 0:00,4/4/17 0:00,6086
4/4/17 0:00,5/4/17 0:00,12383
5/4/17 0:00,6/4/17 0:00,6802
6/4/17 0:00,7/4/17 0:00,6792
7/4/17 0:00,8/4/17 0:00,14822
8/4/17 0:00,9/4/17 0:00,6259
9/4/17 0:00,10/4/17 0:00,7705
10/4/17 0:00,11/4/17 0:00,7384
11/4/17 0:00,12/4/17 0:00,6747
12/4/17 0:00,13/4/17 0:00,4153
13/4/17 0:00,14/4/17 0:00,10109
14/4/17 0:00,15/4/17 0:00,3663
15/4/17 0:00,16/4/17 0:00,7228
16/4/17 0:00,17/4/17 0:00,13347
17/4/17 0:00,18/4/17 0:00,7185
18/4/17 0:00,19/4/17 0:00,5796
19/4/17 0:00,20/4/17 0:00,5878
20/4/17 0:00,21/4/17 0:00,4032
21/4/17 0:00,22/4/17 0:00,7790
22/4/17 0:00,23/4/17 0:00,7081
23/4/17 0:00,24/4/17 0:00,9932
24/4/17 0:00,25/4/17 0:00,4363
25/4/17 0:00,26/4/17 0:00,3099
26/4/17 0:00,27/4/17 0:00,3998
27/4/17 0:00,28/4/17 0:00,9584
28/4/17 0:00,29/4/17 0:00,19769
29/4/17 0:00,30/4/17 0:00,7987
30/4/17 0:00,1/5/17 0:00,11025
1/5/17 0:00,2/5/17 0:00,8004
2/5/17 0:00,3/5/17 0:00,11430
3/5/17 0:00,4/5/17 0:00,13160
4/5/17 0:00,5/5/17 0:00,10590
5/5/17 0:00,6/5/17 0:00,13313
6/5/17 0:00,7/5/17 0:00,8976
7/5/17 0:00,8/5/17 0:00,4871
8/5/17 0:00,9/5/17 0:00,5744
9/5/17 0:00,10/5/17 0:00,8451
10/5/17 0:00,11/5/17 0:00,9705
11/5/17 0:00,12/5/17 0:00,5406
12/5/17 0:00,13/5/17 0:00,8640
13/5/17 0:00,14/5/17 0:00,2719
14/5/17 0:00,15/5/17 0:00,11759
15/5/17 0:00,16/5/17 0:00,5588
16/5/17 0:00,17/5/17 0:00,9491
17/5/17 0:00,18/5/17 0:00,17433
18/5/17 0:00,19/5/17 0:00,7357
19/5/17 0:00,20/5/17 0:00,14016
20/5/17 0:00,21/5/17 0:00,7731
21/5/17 0:00,22/5/17 0:00,15375
22/5/17 0:00,23/5/17 0:00,9003
23/5/17 0:00,24/5/17 0:00,17353
24/5/17 0:00,25/5/17 0:00,9934
25/5/17 0:00,26/5/17 0:00,6944
26/5/17 0:00,27/5/17 0:00,12075
27/5/17 0:00,28/5/17 0:00,5665
28/5/17 0:00,29/5/17 0:00,11161
29/5/17 0:00,30/5/17 0:00,7666
30/5/17 0:00,31/5/17 0:00,12179
31/5/17 0:00,1/6/17 0:00,6995
1/6/17 0:00,2/6/17 0:00,7050
2/6/17 0:00,3/6/17 0:00,12108
3/6/17 0:00,4/6/17 0:00,1401
4/6/17 0:00,5/6/17 0:00,16144
5/6/17 0:00,6/6/17 0:00,7372
6/6/17 0:00,7/6/17 0:00,12240
7/6/17 0:00,8/6/17 0:00,8103
8/6/17 0:00,9/6/17 0:00,11391
9/6/17 0:00,10/6/17 0:00,10445
10/6/17 0:00,11/6/17 0:00,3452
11/6/17 0:00,12/6/17 0:00,16441
12/6/17 0:00,13/6/17 0:00,5266
13/6/17 0:00,14/6/17 0:00,15769
14/6/17 0:00,15/6/17 0:00,4268
15/6/17 0:00,16/6/17 0:00,10018
16/6/17 0:00,17/6/17 0:00,19187
17/6/17 0:00,18/6/17 0:00,4276
18/6/17 0:00,19/6/17 0:00,9883
19/6/17 0:00,20/6/17 0:00,11443
20/6/17 0:00,21/6/17 0:00,12435
21/6/17 0:00,22/6/17 0:00,8965
22/6/17 0:00,23/6/17 0:00,11969
23/6/17 0:00,24/6/17 0:00,17684
24/6/17 0:00,25/6/17 0:00,14756
25/6/17 0:00,26/6/17 0:00,21695
26/6/17 0:00,27/6/17 0:00,11694
27/6/17 0:00,28/6/17 0:00,13210
28/6/17 0:00,29/6/17 0:00,7269
29/6/17 0:00,30/6/17 0:00,10583
30/6/17 0:00,1/7/17 0:00,14968
1/7/17 0:00,2/7/17 0:00,11911
2/7/17 0:00,3/7/17 0:00,27985
3/7/17 0:00,4/7/17 0:00,21237
4/7/17 0:00,5/7/17 0:00,19441
5/7/17 0:00,6/7/17 0:00,18489
6/7/17 0:00,7/7/17 0:00,9786
7/7/17 0:00,8/7/17 0:00,13471
8/7/17 0:00,9/7/17 0:00,12403
9/7/17 0:00,10/7/17 0:00,11748
10/7/17 0:00,11/7/17 0:00,12051
11/7/17 0:00,12/7/17 0:00,14569
12/7/17 0:00,13/7/17 0:00,18808
13/7/17 0:00,14/7/17 0:00,9462
14/7/17 0:00,15/7/17 0:00,6618
15/7/17 0:00,16/7/17 0:00,1894
16/7/17 0:00,17/7/17 0:00,9192
17/7/17 0:00,18/7/17 0:00,10089
18/7/17 0:00,19/7/17 0:00,5878
19/7/17 0:00,20/7/17 0:00,13303
20/7/17 0:00,21/7/17 0:00,7906
21/7/17 0:00,22/7/17 0:00,6837
22/7/17 0:00,23/7/17 0:00,4435
23/7/17 0:00,24/7/17 0:00,9509
24/7/17 0:00,25/7/17 0:00,6477
25/7/17 0:00,26/7/17 0:00,6591
26/7/17 0:00,27/7/17 0:00,6554
27/7/17 0:00,28/7/17 0:00,9894
28/7/17 0:00,29/7/17 0:00,9485
29/7/17 0:00,30/7/17 0:00,3138
30/7/17 0:00,31/7/17 0:00,10736
31/7/17 0:00,1/8/17 0:00,6538
1/8/17 0:00,2/8/17 0:00,10719
2/8/17 0:00,3/8/17 0:00,7743
3/8/17 0:00,4/8/17 0:00,12874
4/8/17 0:00,5/8/17 0:00,12087
5/8/17 0:00,6/8/17 0:00,10911
6/8/17 0:00,7/8/17 0:00,10341
7/8/17 0:00,8/8/17 0:00,4210
8/8/17 0:00,9/8/17 0:00,12800
9/8/17 0:00,10/8/17 0:00,9540
10/8/17 0:00,11/8/17 0:00,9660
11/8/17 0:00,12/8/17 0:00,10765
12/8/17 0:00,13/8/17 0:00,5066
13/8/17 0:00,14/8/17 0:00,14084
14/8/17 0:00,15/8/17 0:00,10426
15/8/17 0:00,16/8/17 0:00,7332
16/8/17 0:00,17/8/17 0:00,7840
17/8/17 0:00,18/8/17 0:00,10816
18/8/17 0:00,19/8/17 0:00,9650
19/8/17 0:00,20/8/17 0:00,4063
20/8/17 0:00,21/8/17 0:00,12480
21/8/17 0:00,22/8/17 0:00,8133
22/8/17 0:00,23/8/17 0:00,8152
23/8/17 0:00,24/8/17 0:00,8377
24/8/17 0:00,25/8/17 0:00,17274
25/8/17 0:00,26/8/17 0:00,10160
26/8/17 0:00,27/8/17 0:00,6632
27/8/17 0:00,28/8/17 0:00,12528
28/8/17 0:00,29/8/17 0:00,8140
29/8/17 0:00,30/8/17 0:00,8788
30/8/17 0:00,31/8/17 0:00,7538
31/8/17 0:00,1/9/17 0:00,11283
1/9/17 0:00,2/9/17 0:00,8031
2/9/17 0:00,3/9/17 0:00,2789
3/9/17 0:00,4/9/17 0:00,9845
4/9/17 0:00,5/9/17 0:00,3352
5/9/17 0:00,6/9/17 0:00,12814
6/9/17 0:00,7/9/17 0:00,8422
7/9/17 0:00,8/9/17 0:00,12146
8/9/17 0:00,9/9/17 0:00,7002
9/9/17 0:00,10/9/17 0:00,10998
10/9/17 0:00,11/9/17 0:00,8209
11/9/17 0:00,12/9/17 0:00,10566
12/9/17 0:00,13/9/17 0:00,14314
13/9/17 0:00,14/9/17 0:00,7539
14/9/17 0:00,15/9/17 0:00,7453
15/9/17 0:00,16/9/17 0:00,12079
16/9/17 0:00,17/9/17 0:00,8468
17/9/17 0:00,18/9/17 0:00,14653
18/9/17 0:00,19/9/17 0:00,5636
19/9/17 0:00,20/9/17 0:00,8288
20/9/17 0:00,21/9/17 0:00,10685
21/9/17 0:00,22/9/17 0:00,3370
22/9/17 0:00,23/9/17 0:00,4563
23/9/17 0:00,24/9/17 0:00,3930
24/9/17 0:00,25/9/17 0:00,13346
25/9/17 0:00,26/9/17 0:00,9635
26/9/17 0:00,27/9/17 0:00,16012
27/9/17 0:00,28/9/17 0:00,8188
28/9/17 0:00,29/9/17 0:00,15019
29/9/17 0:00,30/9/17 0:00,14890
30/9/17 0:00,1/10/17 0:00,6914
1/10/17 0:00,2/10/17 0:00,20275
2/10/17 0:00,3/10/17 0:00,10487
3/10/17 0:00,4/10/17 0:00,13042
4/10/17 0:00,5/10/17 0:00,7914
5/10/17 0:00,6/10/17 0:00,9170
6/10/17 0:00,7/10/17 0:00,13407
7/10/17 0:00,8/10/17 0:00,4199
8/10/17 0:00,9/10/17 0:00,12452
9/10/17 0:00,10/10/17 0:00,9812
10/10/17 0:00,11/10/17 0:00,8889
11/10/17 0:00,12/10/17 0:00,6577
12/10/17 0:00,13/10/17 0:00,5353
13/10/17 0:00,14/10/17 0:00,7647
14/10/17 0:00,15/10/17 0:00,12197
15/10/17 0:00,16/10/17 0:00,17866
16/10/17 0:00,17/10/17 0:00,10425
17/10/17 0:00,18/10/17 0:00,16919
18/10/17 0:00,19/10/17 0:00,12450
19/10/17 0:00,20/10/17 0:00,15493
20/10/17 0:00,21/10/17 0:00,5865
21/10/17 0:00,22/10/17 0:00,12599
22/10/17 0:00,23/10/17 0:00,17522
23/10/17 0:00,24/10/17 0:00,6541
24/10/17 0:00,25/10/17 0:00,17593
25/10/17 0:00,26/10/17 0:00,13501
26/10/17 0:00,27/10/17 0:00,19174
27/10/17 0:00,28/10/17 0:00,13266
28/10/17 0:00,29/10/17 0:00,5268
29/10/17 0:00,30/10/17 0:00,20257
30/10/17 0:00,31/10/17 0:00,11239
31/10/17 0:00,1/11/17 0:00,22781
1/11/17 0:00,2/11/17 0:00,14305
2/11/17 0:00,3/11/17 0:00,23177
3/11/17 0:00,4/11/17 0:00,14946
4/11/17 0:00,5/11/17 0:00,6741
5/11/17 0:00,6/11/17 0:00,15747
6/11/17 0:00,7/11/17 0:00,8170
7/11/17 0:00,8/11/17 0:00,13046
8/11/17 0:00,9/11/17 0:00,7738
9/11/17 0:00,10/11/17 0:00,21952
10/11/17 0:00,11/11/17 0:00,9866
11/11/17 0:00,12/11/17 0:00,5016
12/11/17 0:00,13/11/17 0:00,18190
13/11/17 0:00,14/11/17 0:00,11900
14/11/17 0:00,15/11/17 0:00,19303
15/11/17 0:00,16/11/17 0:00,10129
16/11/17 0:00,17/11/17 0:00,7000
17/11/17 0:00,18/11/17 0:00,18734
18/11/17 0:00,19/11/17 0:00,5435
19/11/17 0:00,20/11/17 0:00,17305
20/11/17 0:00,21/11/17 0:00,5773
21/11/17 0:00,22/11/17 0:00,13053
22/11/17 0:00,23/11/17 0:00,18795
23/11/17 0:00,24/11/17 0:00,7910
24/11/17 0:00,25/11/17 0:00,8376
25/11/17 0:00,26/11/17 0:00,26232
26/11/17 0:00,27/11/17 0:00,15513
27/11/17 0:00,28/11/17 0:00,5422
28/11/17 0:00,29/11/17 0:00,8514
29/11/17 0:00,30/11/17 0:00,5156
30/11/17 0:00,1/12/17 0:00,8367
1/12/17 0:00,2/12/17 0:00,11341
2/12/17 0:00,3/12/17 0:00,4767
3/12/17 0:00,4/12/17 0:00,12809
4/12/17 0:00,5/12/17 0:00,10757
5/12/17 0:00,6/12/17 0:00,20375
6/12/17 0:00,7/12/17 0:00,25544
7/12/17 0:00,8/12/17 0:00,11101
8/12/17 0:00,9/12/17 0:00,8759
9/12/17 0:00,10/12/17 0:00,6207
10/12/17 0:00,11/12/17 0:00,10022
11/12/17 0:00,12/12/17 0:00,5072
12/12/17 0:00,13/12/17 0:00,10124
13/12/17 0:00,14/12/17 0:00,7685
14/12/17 0:00,15/12/17 0:00,8064
15/12/17 0:00,16/12/17 0:00,12606
16/12/17 0:00,17/12/17 0:00,11828
17/12/17 0:00,18/12/17 0:00,16951
18/12/17 0:00,19/12/17 0:00,14536
19/12/17 0:00,20/12/17 0:00,13098
20/12/17 0:00,21/12/17 0:00,7178
21/12/17 0:00,22/12/17 0:00,8021
22/12/17 0:00,23/12/17 0:00,14153
23/12/17 0:00,24/12/17 0:00,5149
24/12/17 0:00,25/12/17 0:00,7209
25/12/17 0:00,26/12/17 0:00,4113
26/12/17 0:00,27/12/17 0:00,19143
27/12/17 0:00,28/12/17 0:00,17324
28/12/17 0:00,29/12/17 0:00,9471
29/12/17 0:00,30/12/17 0:00,16615
30/12/17 0:00,31/12/17 0:00,13187
31/12/17 0:00,1/1/18 0:00,14595
1/1/18 0:00,2/1/18 0:00,3190
2/1/18 0:00,3/1/18 0:00,9674
3/1/18 0:00,4/1/18 0:00,10151
4/1/18 0:00,5/1/18 0:00,8442
5/1/18 0:00,6/1/18 0:00,10681
6/1/18 0:00,7/1/18 0:00,12000
7/1/18 0:00,8/1/18 0:00,4818
8/1/18 0:00,9/1/18 0:00,14060
9/1/18 0:00,10/1/18 0:00,3100
10/1/18 0:00,11/1/18 0:00,6998
11/1/18 0:00,12/1/18 0:00,16129
12/1/18 0:00,13/1/18 0:00,5186
13/1/18 0:00,14/1/18 0:00,4680
14/1/18 0:00,15/1/18 0:00,14318
15/1/18 0:00,16/1/18 0:00,8514
16/1/18 0:00,17/1/18 0:00,8568
17/1/18 0:00,18/1/18 0:00,13064
18/1/18 0:00,19/1/18 0:00,12290
19/1/18 0:00,20/1/18 0:00,5742
20/1/18 0:00,21/1/18 0:00,4275
21/1/18 0:00,22/1/18 0:00,13469
22/1/18 0:00,23/1/18 0:00,12314
23/1/18 0:00,24/1/18 0:00,12865
24/1/18 0:00,25/1/18 0:00,7335
25/1/18 0:00,26/1/18 0:00,11344
26/1/18 0:00,27/1/18 0:00,4324
27/1/18 0:00,28/1/18 0:00,9971
28/1/18 0:00,29/1/18 0:00,12760
29/1/18 0:00,30/1/18 0:00,4713
30/1/18 0:00,31/1/18 0:00,10675
31/1/18 0:00,1/2/18 0:00,11844
1/2/18 0:00,2/2/18 0:00,20400
2/2/18 0:00,3/2/18 0:00,9213
3/2/18 0:00,4/2/18 0:00,7072
4/2/18 0:00,5/2/18 0:00,22763
5/2/18 0:00,6/2/18 0:00,13099
6/2/18 0:00,7/2/18 0:00,8043
7/2/18 0:00,8/2/18 0:00,4992
8/2/18 0:00,9/2/18 0:00,13043
9/2/18 0:00,10/2/18 0:00,7625
10/2/18 0:00,11/2/18 0:00,6797
11/2/18 0:00,12/2/18 0:00,12394
12/2/18 0:00,13/2/18 0:00,7080
13/2/18 0:00,14/2/18 0:00,12450
14/2/18 0:00,15/2/18 0:00,7654
15/2/18 0:00,16/2/18 0:00,8050
16/2/18 0:00,17/2/18 0:00,8863
17/2/18 0:00,18/2/18 0:00,4178
18/2/18 0:00,19/2/18 0:00,15677
19/2/18 0:00,20/2/18 0:00,5999
20/2/18 0:00,21/2/18 0:00,5089
21/2/18 0:00,22/2/18 0:00,6508
22/2/18 0:00,23/2/18 0:00,7883
23/2/18 0:00,24/2/18 0:00,13331
24/2/18 0:00,25/2/18 0:00,5770
25/2/18 0:00,26/2/18 0:00,12453
26/2/18 0:00,27/2/18 0:00,12308
27/2/18 0:00,28/2/18 0:00,9701
28/2/18 0:00,1/3/18 0:00,6912
1/3/18 0:00,2/3/18 0:00,5074
2/3/18 0:00,3/3/18 0:00,13034
3/3/18 0:00,4/3/18 0:00,3206
4/3/18 0:00,5/3/18 0:00,10509
5/3/18 0:00,6/3/18 0:00,4618
6/3/18 0:00,7/3/18 0:00,6869
7/3/18 0:00,8/3/18 0:00,9759
8/3/18 0:00,9/3/18 0:00,5361
9/3/18 0:00,10/3/18 0:00,12250
10/3/18 0:00,11/3/18 0:00,11868
11/3/18 0:00,12/3/18 0:00,15513
12/3/18 0:00,13/3/18 0:00,4630
13/3/18 0:00,14/3/18 0:00,5949
14/3/18 0:00,15/3/18 0:00,9689
15/3/18 0:00,16/3/18 0:00,4617
16/3/18 0:00,17/3/18 0:00,12553
17/3/18 0:00,18/3/18 0:00,6203
18/3/18 0:00,19/3/18 0:00,15128
19/3/18 0:00,20/3/18 0:00,6246
20/3/18 0:00,21/3/18 0:00,8880
21/3/18 0:00,22/3/18 0:00,5892
22/3/18 0:00,23/3/18 0:00,10494
23/3/18 0:00,24/3/18 0:00,11520
24/3/18 0:00,25/3/18 0:00,10074
25/3/18 0:00,26/3/18 0:00,12307
